client Name & ID,State,Date,income,expense,tax
Bread Factory: 2,NY,2017-01-01,3155.4,1356.8220000000001,280.04175
Bread Factory: 2,NY,2017-01-02,6483.0,2787.69,575.3662499999999
Bread Factory: 2,CT,2017-01-03,6991.8,3006.474,443.9793
Bread Factory: 2,NY,2017-01-04,6499.5,2794.785,576.8306249999999
Bread Factory: 2,CT,2017-01-07,8380.1,3603.443,532.13635
Bread Factory: 2,NJ,2017-01-10,8924.8,3837.6639999999998,591.268
Bread Factory: 2,NJ,2017-01-17,8734.9,3756.0069999999996,578.687125
Bread Factory: 2,CT,2017-01-18,4384.3,1885.249,278.40305
Bread Factory: 2,CT,2017-01-19,7359.8,3164.714,467.3473
Bread Factory: 2,NY,2017-01-20,5950.8,2558.844,528.1335
Bread Factory: 2,CT,2017-01-23,8298.2,3568.226,526.9357
Bread Factory: 2,NJ,2017-01-25,3704.6,1592.9779999999998,245.42975
Bread Factory: 2,CT,2017-01-31,4434.3,1906.749,281.57805
Bread Factory: 2,NJ,2017-02-01,4742.6,2039.3180000000002,314.19725000000005
Bread Factory: 2,CT,2017-02-02,7754.8,3334.564,492.4298
Bread Factory: 2,CT,2017-02-03,7984.6,3433.378,507.0221
Bread Factory: 2,CT,2017-02-04,8409.1,3615.913,533.97785
Bread Factory: 2,NJ,2017-02-05,9338.3,4015.4689999999996,618.662375
Bread Factory: 2,NJ,2017-02-06,5191.7,2232.431,343.950125
Bread Factory: 2,NJ,2017-02-07,8260.0,3551.7999999999997,547.225
Bread Factory: 2,NY,2017-02-09,6582.6,2830.518,584.20575
Bread Factory: 2,CT,2017-02-10,5182.4,2228.432,329.0824
Bread Factory: 2,NJ,2017-02-11,9189.4,3951.442,608.79775
Bread Factory: 2,CT,2017-02-12,3524.5,1515.535,223.80575
Bread Factory: 2,NY,2017-02-13,3495.0,1502.85,310.18125
Bread Factory: 2,CT,2017-02-14,8000.3,3440.129,508.01905
Bread Factory: 2,CT,2017-02-19,3822.9,1643.847,242.75415
Bread Factory: 2,NJ,2017-02-20,5704.1,2452.763,377.89662500000003
Bread Factory: 2,NY,2017-02-21,7594.1,3265.463,673.976375
Bread Factory: 2,CT,2017-02-25,7431.2,3195.4159999999997,471.8812
Bread Factory: 2,NY,2017-02-27,5560.6,2391.058,493.50325
Bread Factory: 2,NY,2017-03-03,8856.0,3808.08,785.9699999999999
Bread Factory: 2,CT,2017-03-05,5412.6,2327.418,343.7001
Bread Factory: 2,NJ,2017-03-07,7453.0,3204.79,493.76125
Bread Factory: 2,NY,2017-03-08,9036.6,3885.7380000000003,801.99825
Bread Factory: 2,NJ,2017-03-10,7080.6,3044.658,469.08975000000004
Bread Factory: 2,CT,2017-03-11,5337.3,2295.039,338.91855000000004
Bread Factory: 2,NY,2017-03-14,8232.7,3540.061,730.6521250000001
Bread Factory: 2,NJ,2017-03-15,5644.2,2427.006,373.92825
Bread Factory: 2,NJ,2017-03-17,5667.2,2436.8959999999997,375.452
Bread Factory: 2,NY,2017-03-18,3244.7,1395.221,287.96712499999995
Bread Factory: 2,CT,2017-03-22,3360.0,1444.8,213.36
Bread Factory: 2,NJ,2017-03-23,7041.4,3027.8019999999997,466.49275
Bread Factory: 2,CT,2017-03-25,5976.5,2569.895,379.50775
Bread Factory: 2,NJ,2017-03-28,8990.0,3865.7,595.5875
Bread Factory: 2,NY,2017-03-29,5745.6,2470.608,509.922
Bread Factory: 2,CT,2017-03-30,8307.2,3572.0960000000005,527.5072
Bread Factory: 2,NJ,2017-04-01,8569.4,3684.8419999999996,567.72275
Bread Factory: 2,NJ,2017-04-02,6736.1,2896.523,446.26662500000003
Bread Factory: 2,CT,2017-04-03,6857.6,2948.768,435.4576
Bread Factory: 2,NY,2017-04-04,8690.5,3736.915,771.281875
Bread Factory: 2,NY,2017-04-05,5668.6,2437.498,503.08825
Bread Factory: 2,CT,2017-04-06,9999.4,4299.742,634.9619
Bread Factory: 2,NJ,2017-04-08,7067.7,3039.111,468.23512500000004
Bread Factory: 2,CT,2017-04-09,7891.3,3393.259,501.09755
Bread Factory: 2,NY,2017-04-10,8934.2,3841.706,792.91025
Bread Factory: 2,NY,2017-04-11,5695.6,2449.108,505.4845
Bread Factory: 2,CT,2017-04-13,9369.0,4028.67,594.9315
Bread Factory: 2,NY,2017-04-14,3310.0,1423.3,293.7625
Bread Factory: 2,CT,2017-04-15,7129.3,3065.599,452.71055
Bread Factory: 2,NY,2017-04-16,9815.5,4220.665,871.1256249999999
Bread Factory: 2,CT,2017-04-17,9045.4,3889.522,574.3829
Bread Factory: 2,CT,2017-04-18,3026.0,1301.18,192.151
Bread Factory: 2,CT,2017-04-19,9892.4,4253.732,628.1673999999999
Bread Factory: 2,NY,2017-04-20,8673.5,3729.605,769.7731249999999
Bread Factory: 2,CT,2017-04-21,6455.6,2775.908,409.9306
Bread Factory: 2,NJ,2017-04-26,8759.2,3766.456,580.297
Bread Factory: 2,CT,2017-04-27,4738.9,2037.7269999999999,300.92015
Bread Factory: 2,NJ,2017-04-28,8012.0,3445.16,530.7950000000001
Bread Factory: 2,NY,2017-05-01,5351.9,2301.317,474.98112499999996
Bread Factory: 2,NY,2017-05-02,9277.3,3989.2389999999996,823.3603749999999
Bread Factory: 2,CT,2017-05-04,8680.7,3732.7010000000005,551.22445
Bread Factory: 2,NJ,2017-05-05,8184.4,3519.292,542.2165
Bread Factory: 2,NY,2017-05-07,4206.6,1808.8380000000002,373.33575
Bread Factory: 2,NJ,2017-05-09,9291.2,3995.2160000000003,615.542
Bread Factory: 2,NY,2017-05-10,7339.1,3155.813,651.345125
Bread Factory: 2,CT,2017-05-11,3116.3,1340.009,197.88505
Bread Factory: 2,NJ,2017-05-12,4707.4,2024.1819999999998,311.86525
Bread Factory: 2,NJ,2017-05-15,7439.9,3199.1569999999997,492.893375
Bread Factory: 2,NY,2017-05-16,8347.3,3589.3389999999995,740.822875
Bread Factory: 2,CT,2017-05-17,9333.0,4013.19,592.6455
Bread Factory: 2,CT,2017-05-21,6179.1,2657.013,392.37285
Bread Factory: 2,CT,2017-05-23,5410.9,2326.687,343.59215
Bread Factory: 2,NY,2017-05-25,5774.1,2482.8630000000003,512.451375
Bread Factory: 2,NY,2017-05-26,5010.4,2154.4719999999998,444.67299999999994
Bread Factory: 2,CT,2017-05-27,4542.9,1953.447,288.47415
Bread Factory: 2,NY,2017-05-28,4943.2,2125.576,438.70899999999995
Bread Factory: 2,CT,2017-05-29,7810.8,3358.6440000000002,495.98580000000004
Bread Factory: 2,CT,2017-05-31,5682.1,2443.3030000000003,360.81335
Bread Factory: 2,NJ,2017-06-02,3045.1,1309.393,201.737875
Bread Factory: 2,NJ,2017-06-06,6015.3,2586.579,398.51362500000005
Bread Factory: 2,NJ,2017-06-07,9793.9,4211.3769999999995,648.845875
Bread Factory: 2,NY,2017-06-09,6659.2,2863.4559999999997,591.0039999999999
Bread Factory: 2,CT,2017-06-10,8222.0,3535.46,522.097
Bread Factory: 2,NJ,2017-06-11,8426.5,3623.395,558.255625
Bread Factory: 2,NJ,2017-06-12,7239.7,3113.071,479.630125
Bread Factory: 2,CT,2017-06-13,7593.8,3265.334,482.2063
Bread Factory: 2,CT,2017-06-16,4470.7,1922.4009999999998,283.88945
Bread Factory: 2,CT,2017-06-18,9054.5,3893.435,574.96075
Bread Factory: 2,NY,2017-06-19,9905.1,4259.193,879.077625
Bread Factory: 2,CT,2017-06-20,5244.4,2255.0919999999996,333.01939999999996
Bread Factory: 2,CT,2017-06-22,5113.6,2198.848,324.71360000000004
Bread Factory: 2,CT,2017-06-23,5389.1,2317.313,342.20785
Bread Factory: 2,CT,2017-06-24,7670.0,3298.1,487.045
Bread Factory: 2,NJ,2017-06-26,3698.3,1590.269,245.01237500000002
Bread Factory: 2,NJ,2017-06-27,5919.6,2545.4280000000003,392.17350000000005
Bread Factory: 2,NJ,2017-06-29,3789.1,1629.3129999999999,251.027875
Bread Factory: 2,NY,2017-07-01,4097.4,1761.8819999999998,363.64424999999994
Bread Factory: 2,NJ,2017-07-02,9824.4,4224.492,650.8665
Bread Factory: 2,CT,2017-07-04,6505.6,2797.408,413.10560000000004
Bread Factory: 2,NY,2017-07-06,4910.0,2111.3,435.7625
Bread Factory: 2,NJ,2017-07-08,6787.5,2918.625,449.671875
Bread Factory: 2,NY,2017-07-12,8929.4,3839.642,792.48425
Bread Factory: 2,CT,2017-07-13,9197.5,3954.9249999999997,584.04125
Bread Factory: 2,NY,2017-07-14,4370.8,1879.444,387.9085
Bread Factory: 2,NJ,2017-07-18,4035.8,1735.394,267.37175
Bread Factory: 2,NJ,2017-07-21,3437.3,1478.039,227.72112500000003
Bread Factory: 2,NY,2017-07-23,5651.3,2430.059,501.552875
Bread Factory: 2,NJ,2017-07-24,5771.8,2481.8740000000003,382.38175
